"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"power charger for android","-",1,65,-41,,,,204,50000,1,0,0,0,0,0,0,0,0,"-","-",276
"accessories for cell phones","-",0,41,-15,,,,213,100000,1,0,0,0,0,0,0,0,0,"-","-",276
"external charger power bank",76,628,1884,12,1.47,1.07,2.05,548,3000,1,0,0,0,0,0,0,0,0,"-","-",276
"power cell phone charger","-",6,238,-27,1.39,1.16,1.62,326,40000,1,0,0,0,0,0,0,0,0,"-","-",276
"portable usbc charger",17,50,500,-4,1.42,1.06,1.77,374,10000,1,0,0,0,0,0,0,0,0,"-","-",276
"wireless android chargers","-",22,223,-6,,,,252,10000,1,0,0,0,0,0,0,0,0,"-","-",276
"wireless phone charger stand iphone",19,50,500,-5,1.59,1.16,1.96,326,10000,1,0,0,0,0,0,0,0,0,"-","-",276
"wirlrss charger","-",3,255,37,,,,141,100000,1,0,0,0,0,0,0,0,0,"-","-",276
"iphone 13 wireless charger",70,142,1418,"-",1.25,0.85,1.87,537,10000,1,0,0,0,0,0,0,0,0,"-","-",276
"i phone 14",30,95,6647,11,1.49,1.07,1.69,657,70000,1,0,0,0,0,0,0,0,0,"-","-",276
"portable charger portable","-",1,131,-19,1.24,0.98,2.75,170,100000,1,0,0,0,0,0,0,0,0,"-","-",276
"iphone 30w charger","-",125,250,19,,,,284,2000,1,0,0,0,0,0,0,0,0,"-","-",276
"iphone 11 wireless charger fast charging",17,76,454,3,1.29,0.88,1.79,295,6000,1,0,0,0,0,0,0,0,0,"-","-",276
"wireless phone charger iphone portable",6,51,463,5,1.22,0.87,1.71,295,9000,1,0,0,0,0,0,0,0,0,"-","-",276
"iphone 14 13 12 11 fast charger 2 pack","-",6,31,-14,,,,99,5000,1,0,0,0,0,0,0,0,0,"-","-",276
"anker cable iphone",3,106,319,-15,0.86,0.8,1.24,222,3000,1,0,0,0,0,0,0,0,0,"-","-",277
"magsafe usb charger","-",45,89,38,,,,125,2000,1,0,0,0,0,0,0,0,0,"-","-",277
"power pack charger",8,4,406,-9,1.31,1.06,1.46,383,100000,1,0,0,0,0,0,0,0,0,"-","-",277
"phone charger bank iphone","-",21,206,4,1.62,1.19,2.06,241,10000,1,0,0,0,0,1,0,0,0,"-","-",277
"power monitor",18,12,873,-15,1.08,0.88,1.28,456,70000,1,0,0,0,0,0,0,0,0,"-","-",277
"anker charger usb",12,144,432,8,1.3,1.12,1.35,263,3000,1,0,0,0,0,0,0,0,0,"-","-",277
"pocket charger for iphone",3,45,406,11,1.26,0.93,1.75,233,9000,1,0,0,0,0,0,0,0,0,"-","-",277
"portabel charger","-",3,211,-10,1.43,1.24,1.66,415,70000,1,0,0,0,0,0,0,0,0,"-","-",277
"cheep phones","-",2,172,-31,,,,217,100000,1,0,0,0,0,0,0,0,0,"-","-",277
"iphone wirelass charger","-",8,322,43,,,,264,40000,1,0,0,0,0,0,0,0,0,"-","-",277
"iphone 13 mini battery pack","-",144,144,-29,1.32,1.03,1.7,289,1000,1,0,0,0,0,0,0,0,0,"-","-",277
"iphone battery case",9,80,798,3,1.09,0.75,1.37,335,10000,1,0,0,0,0,0,0,0,0,"-","-",278
"phone battery",59,16,1408,3,1.21,0.95,1.74,690,90000,1,0,0,0,0,0,0,0,0,"-","-",278
"anker usb c",304,1662,6647,8,1.5,1.08,1.98,657,4000,1,0,0,0,0,0,0,0,0,"-","-",278
"big safe",7,9,873,12,0.77,0.6,1.36,349,100000,1,0,0,0,0,0,0,0,0,"-","-",278
"megsafe","-",4,251,52,,,,112,60000,1,0,0,0,0,0,0,0,0,"-","-",278
"belkin wireless qi charging pad","-",1080,353,15,,,,188,327,1,0,0,0,0,0,0,0,0,"-","-",278
"cargador iphone 12",4,20,403,-1,1.58,1.39,1.92,409,20000,1,0,0,0,0,0,0,0,0,"-","-",278
"wireless iphone charger fast charging",350,664,6644,7,1.33,0.95,2.09,652,10000,1,0,0,0,0,0,0,0,0,"-","-",278
"usb c to magsafe 3 cable",38,1409,937,-13,1.61,1.24,2.11,283,665,1,0,0,0,0,0,0,0,0,"-","-",278
"iphone 14 charger wireless","-",32,324,16,1.39,1.06,1.82,365,10000,1,0,0,0,0,0,0,0,0,"-","-",278
"iphone 15 pro new",1,94,939,28,0.74,0.67,1.12,256,10000,1,0,0,0,0,0,0,0,0,"-","-",278
"iphone 16 pro charging stand",4,74,368,17,1.59,1.14,1.86,306,5000,1,0,0,0,0,0,0,0,0,"-","-",278
"i phone 12 chargers","-",17,335,-2,,,,226,20000,1,0,0,0,0,0,0,0,0,"-","-",278
"anker usb charger",80,718,2153,-2,1.78,1.28,2.48,541,3000,1,0,0,0,0,0,0,0,0,"-","-",279
"belkin qi wireless charging pad","-","-",0,"-",,,,121,314,1,0,0,0,0,0,0,0,0,"-","-",279
"just wireless iphone charger","-","-",0,"-",,,,181,20000,1,0,0,0,0,0,0,0,0,"-","-",279
"new phone",3,7,736,7,1.43,1.05,1.81,376,100000,1,0,0,0,0,0,0,0,0,"-","-",279
"c battery 12 pack",25,37,736,-7,1.75,1.32,2.31,214,20000,1,0,0,0,0,0,0,0,0,"-","-",279
"wireless chargee","-",1,102,-26,,,,282,100000,1,0,0,0,0,0,0,0,0,"-","-",279
"magsafe battery pack case","-",59,235,16,0.84,0.68,1.1,159,4000,1,0,0,0,0,0,0,0,0,"-","-",279
"wireless charger iphone 16 pro",9,45,447,-4,1.14,0.76,1.53,388,10000,1,0,0,0,0,0,0,0,0,"-","-",279
"magnet",1106,317,31677,"-",1.21,0.74,1.34,777,100000,1,0,0,0,0,0,0,0,0,"-","-",280
"belkin",91,7593,7593,5,0.71,0.47,1.04,768,1000,1,0,0,0,0,0,0,0,0,"-","-",280
"android power bank",8,119,476,-13,1.33,0.97,1.57,316,4000,1,0,0,0,0,0,0,0,0,"-","-",280
"fast charger wireless",9,11,452,13,1.11,0.81,1.53,380,40000,1,0,0,0,0,0,0,0,0,"-","-",280
"batery pack",5,4,364,-18,1.51,1.08,1.65,329,100000,1,0,0,0,0,0,0,0,0,"-","-",280
"travel battery",14,7,467,6,1.92,1.35,2.05,381,70000,1,0,0,0,0,0,0,0,0,"-","-",280
"wireless portable chargers","-",2,52,-18,,,,54,30000,1,0,0,0,0,0,0,0,0,"-","-",280
"samsung qi wireless fast","-",333,333,35,,,,185,1000,1,0,0,0,0,0,0,0,0,"-","-",280
"usb-c anker","-",37,149,-40,1.97,1.74,2.48,204,4000,1,0,0,0,0,0,0,0,0,"-","-",280
"wireless charger iphone 15 pro max",8,25,250,-7,1.34,1.01,1.7,327,10000,1,0,0,0,0,0,0,0,0,"-","-",280
"magsafe travel stand","-",150,300,25,1.01,0.74,1.11,300,2000,1,0,0,0,0,0,0,0,0,"-","-",280
"mag safe 16 pro max","-",35,242,26,,,,244,7000,1,0,0,0,0,0,0,0,0,"-","-",280
"portable charger long lasting","-",25,250,2,1.53,1.31,1.69,290,10000,1,0,0,0,0,0,0,0,0,"-","-",281
"samsung portable chargers","-",7,50,1,,,,24,7000,1,0,0,0,0,0,0,0,0,"-","-",281
"fast wireless charger samsung",66,189,1893,-1,1.28,0.7,2,647,10000,1,0,0,0,0,0,0,0,0,"-","-",281
"a safe",1,144,432,3,0.77,0.61,1.07,290,3000,1,0,0,0,0,0,0,0,0,"-","-",281
"usb c portable power bank","-",24,142,-6,,,,324,6000,1,0,0,0,0,0,0,0,0,"-","-",281
"usb c to magsafe","-",81,162,-41,1.15,0.93,1.41,262,2000,1,0,0,0,0,0,0,0,0,"-","-",281
"wireless charher","-",2,167,-25,,,,401,100000,1,0,0,0,0,0,0,0,0,"-","-",281
"portable travel power bank","-",3,146,-37,,,,264,50000,1,0,0,0,0,0,0,0,0,"-","-",281
"portable wireless charger for android phone fast charging","-",39,117,-42,,,,326,3000,1,0,0,0,0,0,0,0,0,"-","-",281
"usb battery charger portable","-",13,255,-8,1.44,1.14,1.9,358,20000,1,0,0,0,0,0,0,0,0,"-","-",282
"portable charger backpack","-",17,133,56,,,,102,8000,1,0,0,0,0,0,0,0,0,"-","-",282
"usb pd power bank",1,191,381,-3,1.54,1.2,1.55,297,2000,1,0,0,0,0,0,0,0,0,"-","-",282
"battery pack android","-",8,252,"-",,,,293,30000,1,0,0,0,0,0,0,0,0,"-","-",282
"20000 mah portable power bank","-",114,98,-33,1.36,0.87,1.59,94,863,1,0,0,0,0,0,0,0,0,"-","-",282
"power bank with iphone cable","-",13,132,-10,,,,235,10000,1,0,0,0,0,0,0,0,0,"-","-",282
"anker usb c usb c","-",53,210,-9,,,,159,4000,1,0,0,0,0,0,0,0,0,"-","-",282
"wirelss charger","-",2,246,55,,,,247,100000,1,0,0,0,0,0,0,0,0,"-","-",282
"usb c magsafe 3 cable",10,311,311,109,,,,148,1000,1,0,0,0,0,0,0,0,0,"-","-",282
"iphone 15 fast charger",192,251,2511,1,1.78,1.27,2.12,569,10000,1,0,0,0,0,0,0,0,0,"-","-",282
"qi charging pad",9,163,489,2,1.3,0.8,1.8,308,3000,1,0,0,0,0,0,0,0,0,"-","-",283
"battery chargers for cell phones","-",11,213,21,,,,274,20000,1,0,0,0,0,0,0,0,0,"-","-",283
"5000 mah battery",10,60,419,3,0.93,0.86,1.56,309,7000,1,0,0,0,0,0,0,0,0,"-","-",283
"batery charger",4,4,397,3,1.16,0.97,1.53,235,100000,1,0,0,0,0,0,0,0,0,"-","-",283
"portable charger for backpack","-",32,222,6,1.27,1.15,1.66,260,7000,1,0,0,0,0,0,0,0,0,"-","-",283
"laptop mobile battery","-",275,201,39,,,,58,731,1,0,0,0,0,0,0,0,0,"-","-",283
"iphone pro max wireless charger","-",2,64,57,,,,162,40000,1,0,0,0,0,0,0,0,0,"-","-",283
"iphone 12 charger",1009,661,13223,2,2,1.38,2.27,627,20000,1,0,1,0,0,0,0,0,0,85,"-",283
"iphone charger iphone 15",25,23,469,-2,2.02,1.46,2.18,305,20000,1,0,0,0,0,0,0,0,0,"-","-",283
"pocket charger android","-",113,338,6,,,,228,3000,1,0,0,0,0,0,0,0,0,"-","-",284
"attery pack","-",2,181,-8,,,,349,100000,1,0,0,0,0,0,0,0,0,"-","-",284
"phone controller",50,57,5720,-3,0.82,0.76,1.08,514,100000,1,0,0,0,0,0,0,0,0,"-","-",284
"cargador portátil samsung",3,51,257,-3,1.36,1.08,1.5,225,5000,1,0,0,0,0,0,0,0,0,"-","-",284
"iphone 15 pro max charger wireless","-",14,289,25,,,,247,20000,1,0,0,0,0,0,0,0,0,"-","-",284
"magsafe 3 charger iphone 15","-",16,65,4,1.54,1.06,1.88,143,4000,1,0,0,0,0,0,0,0,0,"-","-",284
"best portable charger samsung","-",11,317,44,,,,239,30000,1,0,0,0,0,0,0,0,0,"-","-",284
"samsung portable charger",30,317,2217,15,1.44,0.97,1.8,534,7000,1,0,0,0,0,0,0,0,0,"-","-",285
"usbc portable charger",36,356,3564,11,1.4,1.07,1.99,645,10000,1,0,0,0,0,0,0,0,0,"-","-",285
"iphone portable charger power bank",29,166,662,8,1.45,1.07,1.68,287,4000,1,0,0,0,0,0,0,0,0,"-","-",285
"android battery","-",2,52,-36,,,,151,30000,1,0,0,0,0,0,0,0,0,"-","-",285
"apple wireless charger stand","-",27,265,38,,,,114,10000,1,0,0,0,0,0,0,0,0,"-","-",285
"portable chager","-",4,283,16,1.14,0.83,1.55,254,80000,1,0,0,0,0,0,0,0,0,"-","-",285
"wireless charger for apple","-",5,185,-29,,,,390,40000,1,0,0,0,0,0,0,0,0,"-","-",285
"portable wireless charger lightning","-",293,293,62,,,,187,1000,1,0,0,0,0,0,0,0,0,"-","-",285
"iphone 12 fast charger",65,120,1200,-1,1.73,1.34,2.18,510,10000,1,0,0,0,0,0,0,0,0,"-","-",285
"iphone 15 pro charger",320,448,4484,5,1.76,1.14,2.39,538,10000,1,0,0,0,0,0,0,0,0,"-","-",285
"triple usb c charger","-",337,337,23,,,,256,1000,1,0,0,0,0,0,0,0,0,"-","-",285
"wireless fast charge mobile phone stand","-",9,46,-40,,,,138,5000,1,0,0,0,0,0,0,0,0,"-","-",285
"iphone 15 pro max pro","-",9,344,-27,1.81,1.31,1.92,123,40000,1,0,0,0,0,0,0,0,0,"-","-",285
"portable chargers with case","-","-",0,"-",,,,77,20000,1,0,0,0,0,0,0,0,0,"-","-",286
"safe large",1,4,436,1,0.92,0.74,1.24,257,100000,1,0,0,0,0,0,0,0,0,"-","-",286
"fast charge battery pack samsung","-",32,324,33,,,,206,10000,1,0,0,0,0,0,0,0,0,"-","-",286
"accessories for phone","-",4,436,-5,0.89,0.68,1.35,488,100000,1,0,0,0,0,0,0,0,0,"-","-",286
"usb c cable magnetic fast","-","-",0,"-",,,,224,10000,1,0,0,0,0,0,0,0,0,"-","-",286
"portable with charger","-",2,212,19,,,,190,100000,1,0,0,0,0,0,0,0,0,"-","-",286
"bulk phone chargers 100 pack","-",11,224,-7,,,,162,20000,1,0,0,0,0,0,0,0,0,"-","-",286
"fast charger iphone 15 pro max",6,41,406,6,1.96,1.27,2.18,303,10000,1,0,0,0,0,0,0,0,0,"-","-",286
"battery pack for iphone 15 pro max","-",26,132,26,,,,105,5000,1,0,0,0,0,0,0,0,0,"-","-",286
"wireless charger for iphone 16 pro max",23,74,591,8,1.47,0.88,1.8,297,8000,1,0,0,0,0,0,0,0,0,"-","-",286
"portable charger",2888,5149,411935,7,1.06,0.71,1.81,575,80000,1,1,1,0,0,0,0,0,0,50,48,287
"charging bank usb c","-",10,102,-43,,,,259,10000,1,0,0,0,0,0,0,0,0,"-","-",287
"premium charger","-",2,212,5,,,,272,100000,1,0,0,0,0,0,0,0,0,"-","-",287
"mobile battery charger case","-",35,353,31,,,,257,10000,1,0,0,0,0,0,0,0,0,"-","-",287
"prime day cell phones","-",91,181,-23,,,,298,2000,1,0,0,0,0,0,0,0,0,"-","-",287
"portable charger for android samsung","-",36,109,-38,,,,307,3000,1,0,0,0,0,0,0,0,0,"-","-",287
"iphone 16 pro max wireless charger",53,158,1423,10,1.34,0.79,2.04,492,9000,1,0,0,0,0,0,0,0,0,"-","-",287
"cell phones accessories","-",1,116,-59,,,,426,100000,1,0,0,0,0,0,0,0,0,"-","-",288
"portable charger small",36,20,1635,12,1.34,0.9,1.85,613,80000,1,0,0,0,0,0,0,0,0,"-","-",288
"magnet for phone",105,19,1899,13,0.85,0.75,1.07,727,100000,1,0,0,0,0,0,0,0,0,"-","-",288
"charging stand for iphone and airpods","-",50,100,9,,,,220,2000,1,0,0,0,0,0,0,0,0,"-","-",288
"cordless charger iphone 11","-",25,254,10,,,,353,10000,1,0,0,0,0,0,0,0,0,"-","-",288
"usb c power bank fast charging","-",24,216,-19,1.1,0.82,1.34,290,9000,1,0,0,0,0,0,0,0,0,"-","-",288
"iphone 15 14 charger fast charging","-",6,60,-19,1.32,1.22,1.83,113,10000,1,0,0,0,0,0,0,0,0,"-","-",288
"wireless iphone charger",634,331,13238,4,1.19,0.83,2.08,695,40000,1,0,0,0,0,0,0,0,0,"-","-",289
"iphone wireless charger stand",79,189,1891,-1,1.39,0.97,1.98,562,10000,1,0,0,0,0,0,0,0,0,"-","-",289
"portable chargers on sale","-",4,276,35,,,,139,70000,1,0,0,0,0,0,0,0,0,"-","-",289
"phone stand charger android","-",54,161,-22,,,,260,3000,1,0,0,0,0,0,0,0,0,"-","-",289
"wireless charger for android",44,182,1822,15,1.41,0.79,1.92,698,10000,1,0,0,0,0,0,0,0,0,"-","-",289
"cargador de telefono portatil","-",17,171,48,1.31,0.98,1.64,177,10000,1,0,0,0,0,0,0,0,0,"-","-",289
"battery case charger iphone","-","-",0,"-",,,,162,7000,1,0,0,0,0,0,0,0,0,"-","-",289
"charger for travel","-",3,176,1,,,,380,70000,1,0,0,0,0,0,0,0,0,"-","-",289
"iphone charger stands","-",5,108,-39,,,,178,20000,1,0,0,0,0,0,0,0,0,"-","-",289
"phone case with battery pack","-",6,174,-20,,,,335,30000,1,0,0,0,0,0,0,0,0,"-","-",289
"anker power port 3","-",148,295,13,,,,202,2000,1,0,0,0,0,0,0,0,0,"-","-",289
"portable charger for android phone",14,95,662,7,1.3,1,1.81,428,7000,1,0,0,0,0,0,0,0,0,"-","-",289
"iphone 15 pro max charging stand","-",30,182,-22,1.61,1.31,2.2,306,6000,1,0,0,0,0,0,0,0,0,"-","-",289
"chargers for iphone 15 pro","-",8,83,-42,1.41,0.99,1.77,145,10000,1,0,0,0,0,0,0,0,0,"-","-",289
"apple phone portable chargers iphone fast charging","-",9,86,-12,,,,151,10000,1,0,0,0,0,0,0,0,0,"-","-",289
"portable phone charger case","-",12,116,39,0.98,0.72,1.49,224,10000,1,0,0,0,0,0,0,0,0,"-","-",290
"wireless charger for samsung",69,107,2140,-3,1.25,0.75,1.89,643,20000,1,0,0,0,0,0,0,0,0,"-","-",290
"iphone case with battery pack","-",11,111,-5,,,,251,10000,1,0,0,0,0,0,0,0,0,"-","-",290
"portable charger for apple","-",17,170,-19,,,,278,10000,1,0,0,0,0,0,0,0,0,"-","-",290
"samsung - wireless charger","-",2,156,-32,,,,228,80000,1,0,0,0,0,0,0,0,0,"-","-",290
"prime day cell phone","-",147,293,29,,,,241,2000,1,0,0,0,0,0,0,0,0,"-","-",290
"android auto wireless charger","-",62,247,-8,,,,306,4000,1,0,0,0,0,0,0,0,0,"-","-",290
"iphone 16 pro max charging stand",16,104,417,9,1.09,0.65,1.39,281,4000,1,0,0,0,0,0,0,0,0,"-","-",290
"portable usb charger power bank","-",34,339,-13,1.21,1.17,1.73,305,10000,1,0,0,0,0,0,0,0,0,"-","-",291
"electronic safe",2,5,502,20,0.7,0.52,1.26,237,100000,1,0,0,0,0,0,0,0,0,"-","-",291
"rechargeable power bank",9,94,939,12,1.52,1,2.12,585,10000,1,0,0,0,0,0,0,0,0,"-","-",291
"witeless charger iphone","-",1,50,-51,,,,143,40000,1,0,0,0,0,0,0,0,0,"-","-",291
"energy bank portable charger","-",33,301,7,,,,202,9000,1,0,0,0,0,0,0,0,0,"-","-",291
"cellpone","-",2,183,27,,,,242,100000,1,0,0,0,0,0,0,0,0,"-","-",291
"portablr charger","-",0,16,-31,,,,67,70000,1,0,0,0,0,0,0,0,0,"-","-",291
"anker usb c charger cable",18,157,472,-1,1.44,1.14,1.51,274,3000,1,0,0,0,0,0,0,0,0,"-","-",292
"anker ipad charger",21,246,491,3,1.56,1.45,2.12,339,2000,1,0,0,0,0,0,0,0,0,"-","-",292
"portable case charger","-","-",0,"-",,,,181,20000,1,0,0,0,0,0,0,0,0,"-","-",292
"iphone iphone charger","-",5,244,-7,,,,342,50000,1,0,0,0,0,0,0,0,0,"-","-",292
"magnetic stand for phone",4,11,421,22,0.78,0.6,1.07,312,40000,1,0,0,0,0,0,0,0,0,"-","-",292
"small iphones","-",3,253,-1,,,,337,100000,1,0,0,0,0,0,0,0,0,"-","-",292
"wireless charging stand iphone x","-",1,14,-39,,,,147,20000,1,0,0,0,0,0,0,0,0,"-","-",292
"wireless charger iphone 10","-",17,169,-26,1.58,1.35,1.7,286,10000,1,0,0,0,0,0,0,0,0,"-","-",292
"charger for iphone 13",165,125,2507,5,1.86,1.35,2.14,575,20000,1,0,0,0,0,0,0,0,0,"-","-",292
"mag safe iphone 13",5,38,383,23,0.7,0.53,0.95,236,10000,1,0,0,0,0,0,0,0,0,"-","-",292
"iphone 15 pro magsafe",7,66,664,-5,0.7,0.56,0.88,352,10000,1,0,0,0,0,0,0,0,0,"-","-",292
"new iphone 15 charger","-",14,82,56,1.1,0.8,1.46,199,6000,1,0,0,0,0,0,0,0,0,"-","-",292
"anker 2 usb c charger","-",87,262,27,,,,120,3000,1,0,0,0,0,0,0,0,0,"-","-",292
"portable phone charger",192,668,20042,6,1.31,0.87,1.82,621,30000,1,0,0,0,0,0,0,0,0,"-","-",293
"ipad battery charger portable","-",75,300,5,1.76,1.29,1.83,300,4000,1,0,0,0,0,0,0,0,0,"-","-",293
"usbc stick",12,133,399,-8,,,,350,3000,1,0,0,0,0,0,0,0,0,"-","-",293
"wireless charging stand iphone",15,16,492,1,1.45,1.05,1.85,325,30000,1,0,0,0,0,0,0,0,0,"-","-",293
"usb c charging bank","-",19,188,28,,,,259,10000,1,0,0,0,0,0,0,0,0,"-","-",293
"magnetic cell phone charger cable","-",1,29,18,,,,239,30000,1,0,0,0,0,0,0,0,0,"-","-",293
"iphone 14 pro max wireless charger",17,48,481,-3,1.4,0.97,1.69,376,10000,1,0,0,0,0,0,0,0,0,"-","-",293
"extra charger portable","-",2,149,56,,,,57,80000,1,0,0,0,0,0,0,0,0,"-","-",293
"portable charger usbc",60,142,1423,8,1.32,1.05,1.99,586,10000,1,0,0,0,0,0,0,0,0,"-","-",294
"magnetic charging cable usb c","-",54,324,"-",,,,393,6000,1,0,0,0,0,0,0,0,0,"-","-",294
"battery pack phone","-",2,175,24,1.39,1.15,1.69,107,90000,1,0,0,0,0,0,0,0,0,"-","-",294
"case for portable charger","-",16,310,3,,,,402,20000,1,0,0,0,0,0,0,0,0,"-","-",294
"portable charger for laptops","-",12,117,7,,,,112,10000,1,0,0,0,0,0,0,0,0,"-","-",294
"cell phone accessary","-",2,232,-19,,,,468,100000,1,0,0,0,0,0,0,0,0,"-","-",294
"fast charge wireless iphone x","-",18,175,-17,,,,206,10000,1,0,0,0,0,0,0,0,0,"-","-",294
"mag safe charger stand",19,156,937,-5,1.37,0.97,1.96,287,6000,1,0,0,0,0,0,0,0,0,"-","-",294
"iphone 16 pro max charger magsafe","-",47,187,-33,,,,228,4000,1,0,0,0,0,0,0,0,0,"-","-",294
"cheaper cell phone","-",146,291,-44,1.21,0.78,2.21,205,2000,1,0,0,0,0,0,0,0,0,"-","-",294
"extended iphone battery charger","-","-",0,"-",,,,161,2000,1,0,0,0,0,0,0,0,0,"-","-",295
"cordless iphone charger",74,33,1324,11,1.39,1,2.29,596,40000,1,0,0,0,0,0,0,0,0,"-","-",295
"portable pro","-",13,269,-26,1.11,0.77,1.63,298,20000,1,0,0,0,0,0,0,0,0,"-","-",295
"iphone 16 pro mag safe",9,51,406,21,0.97,0.68,1.4,367,8000,1,0,0,0,0,0,0,0,0,"-","-",295
"iphones 15 pro max","-",4,155,-28,,,,196,40000,1,0,0,0,0,0,0,0,0,"-","-",295
"wireless chargers",36,14,1408,3,1.33,0.79,2.11,545,100000,1,0,0,0,0,0,0,0,0,"-","-",296
"portable samsung galaxy charger","-",108,216,-4,,,,118,2000,1,0,0,0,0,0,0,0,0,"-","-",296
"large safe",21,25,2509,6,0.74,0.54,1.3,417,100000,1,0,0,0,0,0,0,0,0,"-","-",296
"batteri charger","-",2,246,-9,1.19,0.89,1.36,195,100000,1,0,0,0,0,0,0,0,0,"-","-",296
"iphone 11 pro wireless charger","-",30,295,12,2.68,1.88,3.42,361,10000,1,0,0,0,0,0,0,0,0,"-","-",296
"wireless charger iphone 14",47,74,736,"-",1.31,0.92,1.99,403,10000,1,0,0,0,0,0,0,0,0,"-","-",296
"iphone 15 charger fast charging wireless","-",19,191,-11,,,,322,10000,1,0,0,0,0,0,0,0,0,"-","-",296
"iphone charger pack portable",10,34,337,48,,,,196,10000,1,0,0,0,0,0,0,0,0,"-","-",296
"travel power bank usb c","-",24,95,-10,,,,99,4000,1,0,0,0,0,0,0,0,0,"-","-",296
"gadget galaxy for cell phone","-",9,52,-22,0.63,0.56,1.01,113,6000,1,0,0,0,0,0,0,0,0,"-","-",296
"apple 16 pro charger",94,164,1639,23,1.91,1.2,2.09,593,10000,1,0,0,0,0,0,0,0,0,"-","-",296
"portable charger 2 pack",37,28,1408,35,1.29,1.04,1.65,476,50000,1,0,0,0,0,0,0,0,0,"-","-",297
"emergency power",3,12,498,-11,1.87,1.1,2.68,442,40000,1,0,0,0,0,0,0,0,0,"-","-",297
"anker usb-c",30,184,736,-1,1.49,1.35,1.8,394,4000,1,0,0,0,0,0,0,0,0,"-","-",297
"magnetic wireless charger iphone 16","-",29,261,59,,,,216,9000,1,0,0,0,0,0,0,0,0,"-","-",297
"triple travel charger","-",127,253,27,1.07,0.83,1.44,239,2000,1,0,0,0,0,0,0,0,0,"-","-",297
"phone charger portable battery","-",9,94,-15,,,,222,10000,1,0,0,0,0,0,0,0,0,"-","-",298
"small safe",277,163,16348,7,0.59,0.4,0.93,474,100000,1,0,0,0,0,0,0,0,0,"-","-",298
"phones batteries","-","-",0,"-",,,,191,100000,1,0,0,0,0,0,0,0,0,"-","-",298
"portablephone chargers","-",1,41,-4,,,,140,30000,1,0,0,0,0,0,0,0,0,"-","-",298
"anker usb c chargers","-",25,101,8,,,,51,4000,1,0,0,0,0,0,0,0,0,"-","-",298
"apple iphone magsafe charger",2,21,423,"-",1.28,0.96,1.63,267,20000,1,0,0,0,0,0,0,0,0,"-","-",298
"mag hold","-","-",0,"-",1.12,0.91,1.23,102,10000,1,0,0,0,0,0,0,0,0,"-","-",298
"iphone 15 pro max stand magsafe","-",34,268,-12,,,,305,8000,1,0,0,0,0,0,0,0,0,"-","-",298
"magsafe charger foldable","-",48,143,20,,,,111,3000,1,0,0,0,0,0,0,0,0,"-","-",298
"ipad charger stand",3,149,447,3,1.26,0.89,1.41,390,3000,1,0,0,0,0,0,0,0,0,"-","-",299
"extended apple charger","-","-",0,"-",,,,156,2000,1,0,0,0,0,0,0,0,0,"-","-",299
"best cell phones","-",13,1326,223,0.95,0.82,1.38,382,100000,1,0,0,0,0,0,0,0,0,"-","-",299
"iphone 15 pro max wireless charger",20,49,491,10,1.37,1.02,1.85,347,10000,1,0,0,0,0,0,0,0,0,"-","-",299
"portable usb c power bank","-",7,72,-11,1.54,1.06,1.92,91,10000,1,0,0,0,0,0,0,0,0,"-","-",300
"iphone stand magsafe",7,24,472,-10,0.81,0.67,0.95,357,20000,1,0,0,0,0,0,0,0,0,"-","-",300
"iphone mag stand","-",16,163,-39,1.63,1.36,1.94,307,10000,1,0,0,0,0,0,0,0,0,"-","-",300
"portable laptop charger",95,431,4309,3,1.46,1.01,2.12,691,10000,1,0,0,0,0,0,0,0,0,"-","-",301
"portable apple phone charger","-",29,292,-4,1.14,0.99,1.65,399,10000,1,0,0,0,0,0,0,0,0,"-","-",301
"small safes",9,12,1204,18,0.84,0.66,1.18,252,100000,1,0,0,0,0,0,0,0,0,"-","-",301
"iphone phone battery","-","-",0,"-",,,,190,80000,1,0,0,0,0,0,0,0,0,"-","-",301
"retractable cell phone charger","-",172,344,-4,,,,295,2000,1,0,0,0,0,0,0,0,0,"-","-",301
"apple wireless charger portable","-",18,166,-29,1.58,1.2,1.81,270,9000,1,0,0,0,0,0,0,0,0,"-","-",301
"iphone 15 pro max magnetic stand","-",16,312,9,,,,335,20000,1,0,0,0,0,0,0,0,0,"-","-",301
"portable charger￼",32,20,1635,26,1.22,0.92,1.76,433,80000,1,0,0,0,0,0,0,0,0,"-","-",301
"android super fast charger wireless","-",45,223,-43,,,,256,5000,1,0,0,0,0,0,0,0,0,"-","-",301
"stand iphone charger","-",7,138,-36,1.4,1.06,1.5,226,20000,1,0,0,0,0,0,0,0,0,"-","-",302
"a phone","-",7,662,-1,0.96,0.92,1.76,410,100000,1,0,0,0,0,0,0,0,0,"-","-",302
"3 way apple charger","-",63,313,-4,,,,270,5000,1,0,0,0,0,0,0,0,0,"-","-",302
"cordless phone charger iphone","-","-",0,"-",,,,192,40000,1,0,0,0,0,0,0,0,0,"-","-",302
